2025-06-12T22:57:10.517582318,Shellsort,10,pior,5477000,92578
2025-06-12T22:57:10.639895072,Shellsort,10,melhor,5477000,44885
2025-06-12T22:57:11.226670954,Shellsort,10,médio,5477000,31039



2025-06-12T22:57:50.207808777,Shellsort,10000,pior,6530448,6165486
2025-06-12T22:57:50.333980442,Shellsort,10000,melhor,6530448,714366
2025-06-12T22:57:50.975869756,Shellsort,10000,médio,6530448,2587610



